id	len	rounds	transition	density1	density2
ENST00000535744.5	117323	183	31736	0.0536358	0.883527
ENST00000562190.1	88022	30	60000	0.245455	0.57
ENST00000545237.1	133489	200	65086.2	0.262697	1.10093
ENST00000261858.6	111566	140	60000	0.127273	1.06
ENST00000539319.5	106454	73	45000	0.1875	0.858333
ENST00000322954.10	109040	200	50000	0.205556	0.909091
ENST00000444904.5	255000	52	23161.9	0.33264	0.989737
ENST00000570085.5	87058	191	30000	0.07	0.563636
ENST00000339362.9	253496	78	70000	0.215385	1.17083
ENST00000558964.5	250109	66	53124.5	0.129867	1.13778
ENST00000560595.5	94814	200	30000	0.07	0.879167
ENST00000560044.5	80095	154	35000	0.15	0.894444
ENST00000565970.5	199354	72	38330.7	0.204973	0.853186
ENST00000564590.5	202479	130	36971.3	0.182483	0.853628
ENST00000569159.1	167596	114	65000	0.129167	1.03
ENST00000560626.6	255000	60	80000	0.206667	1.29429
ENST00000558494.5	78647	42	40000	0.135714	0.65
ENST00000618205.4	78233	200	37038.8	0.140758	0.638555
ENST00000622346.4	193528	42	50000	0.244444	1.14107
ENST00000299633.6	80266	155	35000	0.208333	0.866667
ENST00000324537.5	171209	82	65000	0.0791667	0.95
ENST00000560256.1	140753	200	95021.4	0.086165	0.589021
ENST00000268035.10	255000	31	70000	0.292308	0.947297
ENST00000558762.5	255000	89	90000	0.341176	0.993939
ENST00000301981.7	139368	139	50000	0.111111	1.08235
ENST00000558861.1	82237	131	45000	0.09375	0.871429
ENST00000560493.5	80345	63	71367.2	0.116098	0.265837
ENST00000338042.10	150495	200	75101.4	0.121904	1.27445
ENST00000268070.8	255000	39	34089.8	0.45345	0.983699
ENST00000559417.1	105114	51	20000	0.416667	0.847059
ENST00000262305.8	97393	120	26531.4	0.181063	0.954473
ENST00000426508.6	101684	4	10000	0.05	0.944444
ENST00000382070.7	152582	94	85000	0.215625	1.24615
ENST00000262367.9	155673	67	90000	0.229412	1.34231
ENST00000294016.7	153535	33	37418.8	0.114922	1.00616
ENST00000268251.12	110011	6	10000	1.8158e-104	0.945
ENST00000563961.5	70651	98	45000	0.025	0.94
ENST00000564111.5	76540	141	20000	0.0333333	0.804545
ENST00000574998.5	138978	71	55000	0.135	0.90625
ENST00000575537.5	78193	54	50000	0.111111	0.55
ENST00000399408.6	193498	200	60000	0.131818	1.22115
ENST00000395799.7	96515	200	45000	0.1875	1.115
ENST00000261588.8	230218	29	25000	0.3375	1.07073
ENST00000304658.9	113875	134	45000	0.275	1.06923
ENST00000566037.6	86425	135	35000	0.275	0.795
ENST00000320640.10	255000	15	34055.8	0.0746679	0.929332
ENST00000416006.7	103262	68	35000	0.166667	0.930769
ENST00000436909.7	78914	41	57223.4	0.102129	0.810981
ENST00000640179.1	140057	114	95000	0.130556	1.17222
ENST00000569863.5	93650	100	63527.6	0.206027	0.979953
ENST00000317147.9	109936	159	31116.2	0.173508	1.00115
ENST00000566899.5	129326	149	55000	0.175	1.19643
ENST00000568886.5	113544	200	15000	0.075	0.810526
ENST00000624829.3	255000	24	65000	0.191667	1.26579
ENST00000563328.4	126455	137	30000	0.29	0.713158
ENST00000566250.5	105661	200	81368.6	0.240789	0.808723
ENST00000564320.1	107533	200	79679.4	0.237039	0.801644
ENST00000563358.5	178918	200	110000	0.285714	1.20769
ENST00000284262.2	95252	78	18098.8	0.381998	0.975229
ENST00000574752.5	91651	94	35000	0.291667	1
ENST00000263092.10	95811	83	35000	0.283333	1.05
ENST00000396981.6	97224	86	60000	0.0590909	0.985714
ENST00000341923.10	100737	92	40000	0.214286	1
ENST00000269243.8	156550	76	46210.8	0.163412	1.08941
ENST00000173229.6	222459	35	33335.2	0.173591	1.10134
ENST00000538465.7	120646	72	50000	0.144444	1.05
ENST00000284110.1	106239	200	52203.9	0.172265	0.911401
ENST00000602743.1	255000	70	80000	0.316667	0.77
ENST00000261643.7	139149	35	80000	0.0633333	1.02727
ENST00000580561.1	137982	35	80000	0.0666667	1.03636
ENST00000577514.5	84309	44	58009.2	0.187773	0.456842
ENST00000341712.8	142712	40	85000	0.26875	1.23636
ENST00000472876.5	227561	11	54150.3	0.198271	0.813609
ENST00000536202.1	153410	45	40000	0.192857	1.18636
ENST00000394848.5	255000	70	85000	0.1125	1.075
ENST00000579081.5	255000	83	53184.3	0.180203	1.07929
ENST00000590041.5	101982	200	49866.6	0.0992565	0.948403
ENST00000446361.7	133661	89	15732.6	0.0307185	0.861316
ENST00000505279.5	155108	38	70000	0.119231	1.27647
ENST00000262013.11	158692	200	74997.7	0.160696	1.32811
ENST00000416426.6	255000	36	28986.8	0.233566	0.85016
ENST00000577840.5	91986	200	45000.3	0.243752	1.31667
ENST00000577830.5	94081	200	45000	0.2375	1.32222
ENST00000589761.1	90479	34	17932.3	0.152034	0.541628
ENST00000590133.5	182992	61	21314.1	0.218783	0.891262
ENST00000397786.6	122678	87	31983.3	0.153366	0.870422
ENST00000258991.7	116001	75	50000	0.188889	0.880769
ENST00000582081.5	119603	148	80000	0.293333	1.24286
ENST00000578386.5	116861	147	80000	0.29	1.24286
ENST00000544778.6	120368	80	50000	0.0555556	1
ENST00000306378.10	157489	88	60000	0.140909	1.03158
ENST00000392650.7	255000	45	28767.6	0.426391	1.16856
ENST00000636222.1	146798	51	40000	0.2	1.01429
ENST00000310924.6	103506	107	42425.8	0.433201	0.721454
ENST00000544334.6	255000	27	57894	0.118405	0.976566
ENST00000320876.10	149280	80	41537.8	0.139466	1.04535
ENST00000584387.1	121065	200	60000.1	0.240909	1.00417
ENST00000306329.15	123286	107	27696.8	0.141587	0.994402
ENST00000578921.5	154387	70	27361.5	0.182384	0.810689
ENST00000587905.5	255000	54	65000	0.329167	0.913158
ENST00000635540.1	161069	69	65000	0.05	1.37105
ENST00000399799.2	164946	200	70000	0.130769	1.31111
ENST00000424526.5	255000	35	35000	0.266667	1.12386
ENST00000269218.10	255000	69	32346.7	0.210068	1.12285
ENST00000256925.11	124705	50	23245.4	0.251918	1.05322
ENST00000577531.5	81224	112	35000	0.166667	1.12222
ENST00000399516.7	255000	28	23603.7	0.355407	1.02805
ENST00000418698.3	164801	200	50033	0.0394471	1.09327
ENST00000269141.7	226481	111	65000	0.2	1.2
ENST00000580104.5	113199	64	30000	0.12	0.85
ENST00000269209.6	202933	62	90000	0.0852941	1.38182
ENST00000399218.8	206963	65	90000	0.0882353	1.40435
ENST00000383096.7	255000	45	42955.2	0.355682	0.726262
ENST00000269197.10	172616	48	73011.7	0.258856	1.52229
ENST00000590412.5	255000	45	65000	0.266667	1.16316
ENST00000591924.5	82065	53	50000	0.0666667	0.891667
ENST00000359247.8	255000	52	62564.1	0.165701	1.13005
ENST00000592611.5	255000	72	32838.8	0.119263	0.913435
ENST00000587139.5	255000	47	37642.5	0.186947	0.920822
ENST00000591629.1	255000	15	40000	0.0714286	0.862791
ENST00000426838.8	197242	20	25000	0.15	1.07206
ENST00000282041.9	119666	42	25000	0.2625	1.01389
ENST00000619301.4	92950	135	50000	0.0666667	0.65625
ENST00000592005.5	180991	50	40000	0.178571	1.2875
ENST00000262160.10	121603	86	45000	0.18125	0.93
ENST00000356825.8	98051	200	45000	0.1625	1.005
ENST00000590800.5	255000	7	69110.3	3.88249e-45	1.08129
ENST00000256413.7	255000	58	22767.9	0.306259	1.07568
ENST00000587752.5	171708	45	28780.6	0.427947	0.942315
ENST00000269445.10	255000	42	65000	0.133333	1.31447
ENST00000588540.1	145498	37	25000	0.225	1.02708
ENST00000566286.5	255000	40	70000	0.226923	1.04324
ENST00000591230.5	120566	117	27696.8	0.323893	1.05791
ENST00000256858.10	119855	122	35698.8	0.0265308	0.935491
ENST00000587725.5	88281	200	41997.4	0.114821	0.941849
ENST00000262719.9	255000	21	105000	0.1575	1.39667
ENST00000640769.1	202915	72	45000	0.20625	1.12097
ENST00000582337.5	206758	200	35830.1	0.0796496	0.746554
ENST00000320610.13	147312	200	35000.6	0.141677	1.05
ENST00000253159.12	146568	53	40000	0.25	1.06429
ENST00000591464.5	74378	10	45000	1.11336e-19	0.67
ENST00000589742.5	102738	36	25000	0.2875	0.963333
ENST00000595618.5	137515	51	28096.4	0.241262	0.981517
ENST00000594824.5	137499	51	28096.4	0.241262	0.981517
ENST00000417582.6	106689	64	73666.8	0.200486	1.16436
ENST00000436370.7	134765	39	23443	0.279786	0.77977
ENST00000308624.9	255000	60	32418.7	0.20131	0.974836
ENST00000407292.1	255000	8	29172.5	0.144793	0.976409
ENST00000463662.5	183459	20	28758.1	0.0817049	0.884734
ENST00000382125.8	188958	37	26742.6	0.0435564	0.884969
ENST00000486484.5	142964	93	60000	0.0454545	1.3125
ENST00000305997.7	151124	76	60000	0.05	1.36667
ENST00000423674.5	116959	55	55000	0.035	0.970833
ENST00000381765.7	123918	200	59801	0.0715386	1.11014
ENST00000381685.9	118313	62	35000	0.191667	0.959375
ENST00000345985.7	119207	108	31736	0.123505	0.951167
ENST00000261535.7	128782	200	65000	0.0666667	1.10833
ENST00000315872.10	164825	75	70000	0.0807692	1.275
ENST00000281513.9	255000	34	38288.6	0.127592	0.966736
ENST00000351948.8	90019	77	22213.2	0.265954	1.05363
ENST00000361078.6	102159	200	50036.2	0.0835878	1.30065
ENST00000486442.5	255000	30	90000	0.364706	1.25
ENST00000361999.7	157446	137	55000	0.145	1.215
ENST00000496333.5	152142	76	45000	0.23125	0.8
ENST00000401432.7	105759	27	30000	0.17	0.9
ENST00000402191.5	112912	120	35000	0.4	0.946667
ENST00000380756.7	109513	4	10000	0.1	1.25263
ENST00000336112.8	140775	200	70025.2	0.123223	1.27171
ENST00000495146.5	101241	200	30724.6	0.0877468	0.681956
ENST00000264710.4	103345	200	30724.6	0.0877468	0.678347
ENST00000450961.5	79582	200	40000	0.364286	0.514286
ENST00000434719.1	78849	50	50376.2	0.355593	0.563054
ENST00000603461.1	134705	50	55000	0.23	0.843333
ENST00000361704.6	255000	29	55000	0.225	0.93125
ENST00000476535.1	114791	200	55011.3	0.0900928	0.972825
ENST00000621856.1	90529	130	35000	0.291667	0.859091
ENST00000280527.6	195210	51	60000	0.204545	1.25926
ENST00000426856.1	108213	141	55000	0.16	1.08
ENST00000484274.1	80901	28	65000	0.0375	0.216667
ENST00000263881.7	188047	200	85000	0.11875	1.58
ENST00000318522.9	163199	166	70000	0.176923	1.2
ENST00000401738.3	161414	74	65000	0.1375	1.18158
ENST00000405006.8	255000	26	24361.9	0.231874	0.889968
ENST00000402247.5	187836	45	36612	0.0627483	0.92842
ENST00000421201.1	191690	163	60540.1	0.0394133	0.846292
ENST00000306156.7	255000	61	67186.8	0.0964742	1.03428
ENST00000419035.1	131018	12	60599.6	0.499104	0.158501
ENST00000441997.5	152351	38	127541	0.334368	2.99877e-32
ENST00000403359.7	98874	77	60000	0.0681818	1.02143
ENST00000389993.7	106407	200	45000	0.20625	1.22083
ENST00000494922.6	189546	12	22758.5	0.16063	0.886934
ENST00000615901.4	215129	26	24212.1	0.225394	0.853931
ENST00000336838.10	131772	35	45000	0.14375	1.31176
ENST00000429095.5	255000	7	81857.5	0.0748138	0.667081
ENST00000472729.1	247335	51	42790.9	0.179331	0.881379
ENST00000405482.5	159253	106	95000	0.113889	1.52917
ENST00000418148.5	150810	136	85000	0.20625	1.25
ENST00000272321.11	255000	16	90000	0.217647	1.23333
ENST00000272322.8	126017	116	45000	0.25625	0.934375
ENST00000303795.8	112602	44	63855.6	0.229375	0.78016
ENST00000445692.5	112560	87	50000	0.133333	0.716667
ENST00000409349.7	159162	200	50264.3	0.130243	0.865079
ENST00000409068.5	182255	57	80000	0.166667	1.325
ENST00000614410.4	187709	7	40000	0.05	0.843103
ENST00000282111.3	176979	42	38726.8	0.500411	1.06494
ENST00000418629.6	181196	29	85000	0.18125	1.17368
ENST00000186436.9	239552	28	85000	0.1875	1.27833
ENST00000409540.7	136872	167	60000	0.181818	1.12
ENST00000376840.8	143637	121	80000	0.15	1.29583
ENST00000425019.5	193753	34	105000	0.15	1.51176
ENST00000639249.1	196559	22	50000	0.316667	0.762069
ENST00000451463.6	149212	87	90000	0.164706	0.840909
ENST00000409501.7	100792	200	49619.6	0.178502	1.28592
ENST00000263708.6	224188	200	75000	0.142857	1.15862
ENST00000485247.1	122305	116	70000	0.130769	0.615
ENST00000409078.7	255000	200	80050.7	0.223723	1.19583
ENST00000259253.10	104367	52	30000	0.16	1.06071
ENST00000492193.1	177256	34	25000	0.3	0.681667
ENST00000264159.10	255000	27	23881.5	0.254128	0.768877
ENST00000483021.5	71216	200	34436	0.259322	0.762473
ENST00000488035.5	100475	78	35000	0.266667	1.05385
ENST00000463875.6	255000	14	98322.3	0.150863	1.30313
ENST00000479735.1	86974	35	30000	0.1	0.804545
ENST00000392857.9	90325	116	63527.6	0.0602987	1.47213
ENST00000638090.1	255000	31	65000	0.245833	1.09605
ENST00000397424.2	116390	200	57370	0.0329197	0.547042
ENST00000435030.5	151510	87	55000	0.255	1.22895
ENST00000334166.8	143612	73	25000	0.525	0.908696
ENST00000288670.13	255000	30	135000	0.157692	1.41667
ENST00000392825.7	255000	30	55826	0.175821	1.08856
ENST00000434213.1	72603	62	35000	0.00833333	0.392857
ENST00000540309.5	146920	200	72253.4	0.181989	1.64284
ENST00000424669.5	95409	125	40000	0.271429	1.04091
ENST00000283233.9	255000	38	25000	0.35	0.609783
ENST00000421462.5	205549	71	70000	0.311538	1.19259
ENST00000263635.7	255000	47	80000	0.226667	1.34714
ENST00000477486.1	126057	100	40000	0.0714286	0.473529
ENST00000482917.1	124631	77	36056.1	0.144102	1.07542
ENST00000409634.5	142617	91	41284.5	0.18995	1.1154
ENST00000488342.5	128581	34	50000	0.238889	0.803333
ENST00000439313.5	113061	37	60000	0.295455	0.71
ENST00000409420.1	106086	11	18787.4	0.0906625	0.843844
ENST00000442316.1	255000	200	40265.9	0.257466	1.10216
ENST00000392687.4	255000	34	97202.4	0.194865	1.1726
ENST00000413010.5	132220	31	70000	0.05	1.075
ENST00000442541.1	94450	35	65000	0.0958333	0.98
ENST00000447486.5	110859	80	65000	0.1	1.27222
ENST00000263812.8	109449	14	25000	0.075	0.984375
ENST00000375213.7	192052	13	47856	0.163353	0.849486
ENST00000409546.5	173124	56	46856.5	0.0938506	1.16995
ENST00000451799.1	90197	181	63527.6	0.0851675	1.12439
ENST00000409156.7	205381	21	70000	0.1	1.17778
ENST00000409888.1	145651	120	65000	0.0916667	1.34687
ENST00000286063.10	255000	8	72321.6	0.0588084	0.814497
ENST00000440010.5	112951	28	90000	0.0411765	1.2375
ENST00000452991.1	90220	9	1.17552e+21	0.0382353	0.0499663
ENST00000410066.5	255000	74	70000	0.111538	0.835135
ENST00000602710.5	82318	76	50000	0.0555556	0.775
ENST00000361354.8	129358	198	55000	0.17	1.36429
ENST00000360982.2	113982	200	54412.4	0.147329	1.38916
ENST00000261023.7	90837	200	44497.5	0.217685	1.38788
ENST00000374907.7	90818	200	44447.6	0.222586	1.38235
ENST00000409637.7	248878	6	65000	0.108333	1.20833
ENST00000392332.7	115970	75	27526.3	0.156308	1.04007
ENST00000438652.5	95280	102	77816.8	0.108366	0.588317
ENST00000260983.7	255000	146	40414	0.252337	1.01271
ENST00000282272.14	255000	8	49794.2	0.0837162	1.01727
ENST00000443023.5	189238	45	42792.5	0.196481	1.05708
ENST00000409397.6	163089	65	55000	0.16	1.36429
ENST00000392238.2	134570	20	90000	0.05	1.475
ENST00000481658.1	89744	13	3.52375e+20	0.04375	0.1
ENST00000438828.3	71589	168	25000	0.075	0.922222
ENST00000449802.5	204996	40	40000	0.221429	1.04375
ENST00000457812.5	140918	74	55000	0.14	0.647059
ENST00000406610.6	255000	29	100000	0.178947	1.31613
ENST00000412387.5	255000	6	195000	0.153947	0.8
ENST00000457206.1	125458	65	36364.8	0.121025	0.840006
ENST00000427836.7	204273	151	38394.7	0.135579	0.918735
ENST00000417946.5	98793	45	25000	0.1875	0.842857
ENST00000430249.6	201399	28	25000	0.225	1.15143
ENST00000452556.5	255000	29	237010	0.425629	0.555856
ENST00000447990.1	138042	49	25000	0.35	0.568182
ENST00000607412.1	153046	22	67843.8	0.261313	0.740396
ENST00000418019.5	113477	54	25000	0.3	0.958824
ENST00000258399.7	118111	63	25000	0.3	0.963889
ENST00000409854.5	146685	128	55000	0.095	1.13056
ENST00000392069.6	99094	126	40000	0.314286	0.777273
ENST00000264414.8	115199	200	60038.8	0.063803	1.22793
ENST00000258418.9	108231	43	75000	0.128571	1.19167
ENST00000409788.7	105203	200	79641.1	0.145929	1.345
ENST00000441279.5	125845	200	59999.8	0.222726	0.873076
ENST00000416021.5	89060	35	65000	0.145833	0.925
ENST00000635100.1	255000	12	95000	0.0833333	1.00781
ENST00000544989.1	164414	148	23292.8	0.483506	0.591815
ENST00000252032.9	158321	20	35000	0.0583333	1.07083
ENST00000262919.9	180083	46	38105.2	0.194037	1.08585
ENST00000446916.2	144840	109	45000	0.225	1.15789
ENST00000407043.6	255000	43	60000	0.268182	1.27179
ENST00000334534.9	192732	54	80000	0.103333	1.34773
ENST00000455532.5	155677	200	60000	0.245455	1.11842
ENST00000354981.6	255000	138	51552.8	0.0907597	1.11098
ENST00000636835.1	255000	138	51552.8	0.0907597	1.11098
ENST00000340348.10	113928	200	103246	0.0661606	0.592228
ENST00000202677.11	255000	33	70000	0.153846	1.21081
ENST00000471007.1	128472	200	65000	0.1	0.858333
ENST00000375279.6	159920	172	70000	0.138462	1.22647
ENST00000333552.9	83130	73	60000	0.0363636	0.3375
ENST00000374864.8	148159	50	35000	0.108333	1.05909
ENST00000262650.10	144724	82	37073.9	0.146591	1.09106
ENST00000612493.4	110856	82	40000	0.121429	1.09643
ENST00000397040.5	105960	93	35000	0.258333	0.932143
ENST00000361337.2	95670	200	50000	0.05	1.27778
ENST00000558993.1	132366	13	60000	0.177273	1.19643
ENST00000373222.3	121567	200	60163.9	0.0640416	1.01473
ENST00000372004.7	154976	90	55000	0.155	0.978947
ENST00000371997.3	153802	89	55000	0.15	0.973684
ENST00000371941.3	203632	200	70000	0.107692	1.21731
ENST00000371917.4	114804	67	35000	0.2	1.13333
ENST00000245663.8	87549	200	39999.9	0.285713	1.11111
ENST00000302995.2	86720	200	40000	0.3	1.11111
ENST00000400202.5	103766	73	60000	0.0909091	1.325
ENST00000285679.10	148887	25	55000	0.035	1.15556
ENST00000286827.7	255000	65	75000	0.167857	1.07917
ENST00000270112.6	130750	200	60000	0.372727	1.46071
ENST00000399353.5	194619	23	80000	0.113333	1.44091
ENST00000451686.5	92552	30	75000	0.1	0.933333
ENST00000443408.6	98002	11	50000	0.05	0.855556
ENST00000344691.8	100890	81	17716.6	0.267868	0.918698
ENST00000338785.7	147801	200	75000	0.0964286	1.14643
ENST00000333229.6	129644	40	30000	0.17	1.14211
ENST00000291572.12	121351	67	25000	0.375	0.878947
ENST00000348831.8	151961	162	26989.8	0.265777	0.858917
ENST00000480896.5	120882	36	25000	0.2125	0.902632
ENST00000342247.9	184780	190	110000	0.252381	1.55
ENST00000615606.4	110929	74	25000	0.4125	1.02059
ENST00000255882.10	151122	77	32949.7	0.141316	1.04485
ENST00000405822.6	167281	56	35000	0.225	1.025
ENST00000398319.6	167211	57	35000	0.225	1.025
ENST00000437398.5	146923	75	50000	0.205556	1.06579
ENST00000358654.2	171459	53	45000	0.1375	0.928
ENST00000406486.8	241728	37	24134.2	0.405307	0.859306
ENST00000544604.6	173896	200	84426	0.250618	1.15215
ENST00000382112.7	152154	32	20000	0.3	1.00769
ENST00000441821.5	77214	200	24998.6	0.462471	0.750003
ENST00000438146.6	255000	21	80000	0.363333	0.965714
ENST00000216181.9	106738	200	50000	0.138889	1.16818
ENST00000301923.13	255000	46	72002.5	0.14603	0.827692
ENST00000355630.7	226405	42	65000	0.0875	1.03594
ENST00000466278.1	117118	200	57273	0.0443489	0.687404
ENST00000263253.8	88294	43	25000	0.15	0.9125
ENST00000389774.6	110227	45	30000	0.17	1.05625
ENST00000414269.1	120227	32	23245.4	0.248555	1.03577
ENST00000359139.7	101787	92	30000	0.38	1.08929
ENST00000448413.5	255000	61	22779.7	0.370777	0.786571
ENST00000272902.9	106136	114	20958.2	0.336775	0.861186
ENST00000302640.12	255000	57	115000	0.340909	1.49643
ENST00000357086.9	255000	57	115000	0.340909	1.49643
ENST00000415439.5	82168	200	40006.3	0.121488	0.962581
ENST00000354449.7	255000	24	28741.7	0.243904	0.790951
ENST00000621198.4	186999	200	89969.9	0.188072	1.41555
ENST00000620175.4	181323	200	88467.9	0.179759	1.42022
ENST00000254508.6	104075	69	30000	0.22	1.05357
ENST00000475707.5	94718	200	20000	0.116667	0.867857
ENST00000412318.5	192184	175	85000	0.1	1.28333
ENST00000399451.6	192536	162	85000	0.09375	1.27857
ENST00000615277.4	205636	147	80000	0.276667	1.248
ENST00000429383.8	255000	77	62678.8	0.274216	1.02138
ENST00000485432.1	156397	23	53926.5	0.202992	0.81444
ENST00000335798.8	255000	51	90000	0.0617647	0.995455
ENST00000475680.5	80295	154	45000	0.06875	0.478571
ENST00000428492.5	255000	50	28986.8	0.322975	1.15924
ENST00000447414.5	255000	43	29218.5	0.293217	1.15443
ENST00000437042.6	169670	44	45000	0.2625	1.1625
ENST00000462272.5	167934	200	40000	0.221429	1.134
ENST00000437179.5	107742	200	35000.7	0.0500086	0.835719
ENST00000425128.6	111700	57	40000	0.1	0.882143
ENST00000635992.1	255000	62	43655.4	0.24449	0.518344
ENST00000453168.5	87637	93	73629.7	0.0390718	0.489741
ENST00000465626.1	101541	56	55344.3	0.347607	0.419879
ENST00000307526.3	131647	72	70000	0.173077	1.09167
ENST00000421391.5	108386	25	50000	0.133333	1.34091
ENST00000483037.5	81186	128	45000	0.11875	1.29286
ENST00000416425.5	101509	104	60000	0.190909	1.05625
ENST00000443503.6	122510	200	79999.8	0.15	1.41249
ENST00000420927.5	79845	200	35000	0.175	1.14375
ENST00000487159.5	212088	200	65757.2	0.185657	1.1073
ENST00000430121.2	78137	200	35005	0.133445	0.95627
ENST00000292246.7	255000	28	34055.8	0.15794	1.02474
ENST00000409792.3	147279	35	60000	0.163636	1.12941
ENST00000423088.5	171940	56	36162.3	0.0488746	1.07763
ENST00000468075.2	111275	200	35282.8	0.036291	0.791666
ENST00000296452.4	117057	200	55000	0.14	1.35833
ENST00000474012.1	78951	121	17213.6	0.376867	0.967305
ENST00000295951.7	172939	200	80000	0.123333	1.21111
ENST00000495879.1	209827	38	60000	0.195455	0.881034
ENST00000295874.14	255000	49	60000	0.2	0.915385
ENST00000330909.12	255000	36	60000	0.0954545	0.869231
ENST00000464060.5	255000	200	55000	0.05	0.86
ENST00000464350.6	167053	151	35986.7	0.143309	0.932534
ENST00000492795.1	246002	56	38808.6	0.34717	0.822113
ENST00000482677.5	255000	25	30000	0.26	0.765556
ENST00000352241.8	228902	156	85000	0.25	1.30893
ENST00000495741.1	139866	56	85000	0.24375	1.22
ENST00000318789.8	255000	34	22767.9	0.217954	0.775635
ENST00000461745.5	255000	39	57458.7	0.257534	0.960509
ENST00000407528.6	255000	33	62564.1	0.204343	0.88984
ENST00000470610.6	255000	32	40000	0.257143	1.0593
ENST00000394091.5	188912	200	30010.3	0.140066	1.05973
ENST00000306107.9	209992	97	41509.3	0.0357861	1.11746
ENST00000472644.6	209519	52	43139.6	0.0682931	1.11606
ENST00000264122.8	213583	44	35000	0.275	1.18
ENST00000454540.5	187046	35	26730.7	0.175152	0.851042
ENST00000361582.7	105165	116	40000	0.278571	1.2
ENST00000493615.5	121372	33	60000	0.0681818	0.929167
ENST00000488663.1	255000	97	72748.5	0.290958	0.846567
ENST00000357258.8	255000	177	73333.4	0.291463	0.850918
ENST00000264235.12	255000	24	105000	0.07	1.17833
ENST00000495504.5	136345	116	80000	0.263333	0.940909
ENST00000264233.5	114576	22	20000	0.15	0.905556
ENST00000261038.5	86345	110	25000	0.0625	0.95
ENST00000464489.5	255000	44	40000	0.342857	1.03605
ENST00000360772.7	255000	44	40000	0.342857	1.03837
ENST00000484491.5	143174	200	69555.4	0.156023	1.1843
ENST00000514908.5	230930	119	95000	0.291667	1.17963
ENST00000483457.1	255000	45	60000	0.3	1.02692
ENST00000484438.1	187841	200	49874.4	0.259663	1.00534
ENST00000510168.5	109140	200	55000	0.08	1.255
ENST00000428331.6	108616	200	55000	0.075	1.28
ENST00000512662.5	255000	11	60000	0.140909	0.996154
ENST00000460933.5	93336	200	45003.8	0.0375437	1.03893
ENST00000620660.4	93611	200	45000.3	0.0312533	1.05
ENST00000606977.5	75642	200	40000	0.15	1.13571
ENST00000490467.5	179641	52	35000	0.283333	1.24107
ENST00000480733.1	234324	25	81197	0.131867	0.940519
ENST00000434713.6	255000	22	83685.8	0.14114	0.926043
ENST00000461822.5	108738	200	50468.5	0.150684	0.864613
ENST00000477593.5	180735	94	60000	0.222727	1.26458
ENST00000464320.5	74665	200	35001.6	0.100019	1.11432
ENST00000479238.1	84572	34	55000	0.09	0.38
ENST00000491086.5	147813	152	55000	0.265	0.844444
ENST00000273432.8	255000	41	42447.8	0.0760063	1.16867
ENST00000460591.5	176026	139	65000	0.145833	0.793182
ENST00000465817.1	136386	70	50000	0.111111	1.04706
ENST00000496455.6	73491	22	35000	0.0416667	1.14286
ENST00000476899.5	244507	86	65000	0.216667	1.03
ENST00000638311.1	131971	40	48394.6	0.240539	0.913688
ENST00000497343.5	255000	39	95000	0.211111	1.3375
ENST00000498165.5	255000	15	85000	0.146875	1.29706
ENST00000465393.1	113472	88	75000	0.221429	0.585714
ENST00000341852.10	255000	22	103192	0.328769	1.20855
ENST00000423427.1	208354	22	58901.6	0.229761	0.926536
ENST00000434257.1	255000	32	125344	0.436249	0.578454
ENST00000491623.2	116900	200	89082.7	0.128642	0.51832
ENST00000630833.2	145549	76	90000	0.126471	0.809091
ENST00000323116.9	128136	90	50000	0.105556	1.27
ENST00000497959.5	83955	90	30000	0.26	1.09
ENST00000328913.7	250233	30	83666.8	0.322248	0.911723
ENST00000466476.1	128478	74	70000	0.184615	0.777273
ENST00000382199.6	181318	139	75000	0.228571	1.14524
ENST00000433971.5	255000	111	90000	0.170588	0.70303
ENST00000454309.6	255000	40	43669.6	0.212988	0.836434
ENST00000489140.1	90567	3	5.53898e+17	0	0
ENST00000481463.5	99671	33	70000	0.0961538	1.39
ENST00000392381.7	219653	112	65978.9	0.0654233	1.17608
ENST00000505286.5	126269	200	60000	0.236364	1.21923
ENST00000502693.1	95665	56	25000	0.3125	0.496429
ENST00000507908.5	117174	94	50000	0.188889	1.06154
ENST00000409021.7	174357	32	25000	0.35	0.953448
ENST00000307659.5	101425	42	35000	0.1	1.04615
ENST00000505872.5	191700	6	10000	0.05	0.868056
ENST00000508274.5	116608	90	35000	0.275	0.775
ENST00000288723.8	116642	89	35000	0.275	0.775
ENST00000637787.1	179864	58	65000	0.15	1.04091
ENST00000326877.8	180678	200	60015.7	0.122807	1.0105
ENST00000503823.5	255000	200	90000	0.2	0.89697
ENST00000506956.5	95952	147	50000	0.183333	1.06667
ENST00000514380.5	109733	200	52182.3	0.202606	1.06386
ENST00000264866.8	171436	62	55000	0.29	1.01087
ENST00000515568.1	78792	200	49912.6	0.310354	1.11854
ENST00000494628.6	144551	200	90075.8	0.309084	0.870408
ENST00000303965.8	178512	14	45000	0.11875	1.10385
ENST00000314117.8	95577	200	36053.5	0.0416453	0.652402
ENST00000446803.6	112756	39	40000	0.242857	1.56429
ENST00000261425.7	77171	200	35000	0.158333	1.4375
ENST00000508137.6	77149	200	35000	0.166667	1.41875
ENST00000399820.7	103407	27	20000	0.233333	1.15625
ENST00000261435.10	101427	21	45000	0.16875	1.14091
ENST00000295971.11	205527	27	28301.4	0.351658	1.18878
ENST00000514782.5	191642	24	29004.8	0.355194	1.13496
