id	len	rounds	transition	density1	density2
ENST00000301981.7	139368	5	10000	0.6	1.256
ENST00000558861.1	82237	4	10000	0.7	1.25714
ENST00000560493.5	80345	5	10000	0.3	1.34286
ENST00000338042.10	150495	6	10000	0.45	1.32143
ENST00000268070.8	255000	3	10000	0.75	0.976531
ENST00000559417.1	105114	3	10000	1	0.973684
ENST00000262305.8	97393	3	10000	0.85	1.19412
ENST00000426508.6	101684	3	10000	0.6	1.09167
ENST00000382070.7	152582	68	23731.5	0.466337	1.12866
ENST00000262367.9	155673	50	25000	0.475	1.14231
ENST00000294016.7	153535	4	10000	0.7	1.41964
ENST00000268251.12	110011	3	10000	1.4	1.1575
ENST00000563961.5	70651	98	25000	0.35	1.36667
ENST00000564111.5	76540	6	10000	0.75	0.984615
ENST00000574998.5	138978	4	10000	0.6	1.182
ENST00000575537.5	78193	5	10000	0.6	1.15385
ENST00000399408.6	193498	5	10000	0.1	1.20417
ENST00000395799.7	96515	6	10000	0.7	1.10588
ENST00000261588.8	230218	4	10000	1.15	1.04205
ENST00000304658.9	113875	3	10000	0.65	1.1825
ENST00000566037.6	86425	5	10000	0.9	1.38333
ENST00000320640.10	255000	4	10000	0.6	1.25918
ENST00000416006.7	103262	5	10000	0.6	1.05278
ENST00000436909.7	78914	56	20000	0.483333	1.43636
ENST00000640179.1	140057	19	15000	0.25	1.376
ENST00000569863.5	93650	4	10000	0.25	1.06563
ENST00000317147.9	109936	4	10000	0.85	1.17105
ENST00000566899.5	129326	4	10000	0.75	1.31522
ENST00000568886.5	113544	200	15914.2	0.483505	0.807486
ENST00000624829.3	255000	5	10000	0.6	1.31939
ENST00000563328.4	126455	4	10000	2	1.39565
ENST00000566250.5	105661	35	20000	0.5	1.38235
ENST00000564320.1	107533	47	20000	0.6	1.37941
ENST00000563358.5	178918	28	19182.1	0.556094	1.22491
ENST00000284262.2	95252	5	10000	1.3	1.23529
ENST00000574752.5	91651	3	10000	0.5	1.03438
ENST00000263092.10	95811	3	10000	0.5	1.05294
ENST00000396981.6	97224	5	10000	0.25	1.32647
ENST00000341923.10	100737	3	10000	0.85	1.13889
ENST00000269243.8	156550	3	10000	0.35	1.28448
ENST00000173229.6	222459	3	10000	1.1	1.22381
ENST00000538465.7	120646	48	20000	0.533333	1.095
ENST00000284110.1	106239	4	10000	0.85	1.26053
ENST00000602743.1	255000	6	10000	1.1	0.943878
ENST00000261643.7	139149	4	10000	0.4	1.02
ENST00000580561.1	137982	3	10000	0.45	1.024
ENST00000577514.5	84309	5	10000	0.2	1.08571
ENST00000341712.8	142712	4	10000	0.2	1.09423
ENST00000472876.5	227561	4	10000	1.7	1.16628
ENST00000536202.1	153410	6	10000	0.85	1.22679
ENST00000394848.5	255000	10	10000	0.2	1.27449
ENST00000579081.5	255000	57	18504.3	0.640823	1.09662
ENST00000590041.5	101982	5	10000	0.1	1.06944
ENST00000446361.7	133661	3	10000	0.2	1.26042
ENST00000505279.5	155108	36	20000	0.466667	1.34074
ENST00000262013.11	158692	38	19044.7	0.437192	1.33581
ENST00000416426.6	255000	5	10000	0.7	1.11633
ENST00000577840.5	91986	31	13711	0.9	0.978648
ENST00000577830.5	94081	5	10000	0.85	0.978125
ENST00000589761.1	90479	5	10000	0.85	1.14063
ENST00000590133.5	182992	4	10000	0.75	1.27059
ENST00000397786.6	122678	4	10000	0.7	1.15455
ENST00000258991.7	116001	31	20000	0.416667	1.24474
ENST00000582081.5	119603	7	10000	0.25	1.27381
ENST00000578386.5	116861	8	10000	0.25	1.26905
ENST00000544778.6	120368	32	20000	0.466667	1.2025
ENST00000306378.10	157489	26	20000	0.483333	1.17407
ENST00000392650.7	255000	5	10000	0.45	1.28776
ENST00000636222.1	146798	5	10000	0.2	1.24444
ENST00000310924.6	103506	5	10000	0.65	0.963889
ENST00000544334.6	255000	4	10000	0.55	1.02959
ENST00000320876.10	149280	4	10000	0.45	1.21111
ENST00000584387.1	121065	3	10000	0.3	1.43409
ENST00000306329.15	123286	5	10000	0.5	1.32273
ENST00000578921.5	154387	4	10000	0.35	1.09643
ENST00000587905.5	255000	6	10000	2	1.0102
ENST00000635540.1	161069	42	25000	0.3875	1.39259
ENST00000399799.2	164946	40	25000	0.375	1.3963
ENST00000424526.5	255000	5	10000	0.5	1.26327
ENST00000269218.10	255000	4	10000	0.5	1.26735
ENST00000256925.11	124705	3	10000	0.85	1.29773
ENST00000577531.5	81224	5	10000	0.75	1.18214
ENST00000399516.7	255000	4	10000	0.85	1.14184
ENST00000418698.3	164801	32	20000	0.35	1.325
ENST00000269141.7	226481	4	10000	0.6	1.46279
ENST00000580104.5	113199	4	10000	0.7	1.185
ENST00000269209.6	202933	32	20000	0.416667	1.5375
ENST00000399218.8	206963	31	20000	0.416667	1.52838
ENST00000383096.7	255000	41	25515.1	0.268096	0.820315
ENST00000269197.10	172616	5	10000	0.55	1.6625
ENST00000590412.5	255000	3	10000	1.05	1.25408
ENST00000591924.5	82065	8	10000	0.2	1.14643
ENST00000359247.8	255000	3	10000	0.85	1.31939
ENST00000592611.5	255000	6	10000	0.85	1.1949
ENST00000587139.5	255000	4	10000	0.75	1.20306
ENST00000591629.1	255000	5	10000	0.45	1.19082
ENST00000426838.8	197242	24	18610.9	0.366323	1.26858
ENST00000282041.9	119666	4	10000	0.6	0.983333
ENST00000619301.4	92950	57	20000	0.516667	1.23571
ENST00000592005.5	180991	56	30000	0.64	1.505
ENST00000262160.10	121603	4	10000	0.35	1.19091
ENST00000356825.8	98051	5	10000	0.3	1.2
ENST00000590800.5	255000	4	10000	0.85	1.05714
ENST00000256413.7	255000	5	10000	0.6	1.25612
ENST00000587752.5	171708	5	10000	0.45	1.2375
ENST00000269445.10	255000	6	10000	0.1	1.40306
ENST00000588540.1	145498	3	10000	1.15	1.09074
ENST00000566286.5	255000	5	10000	0.8	1.32347
ENST00000591230.5	120566	7	10000	0.85	0.968182
ENST00000256858.10	119855	35	20000	0.4	1.22895
ENST00000587725.5	88281	43	20000	0.383333	1.23846
ENST00000262719.9	255000	7	10000	0.3	1.28673
ENST00000640769.1	202915	3	10000	0.8	1.21974
ENST00000582337.5	206758	4	10000	0.45	0.933333
ENST00000320610.13	147312	4	10000	0.65	1.22963
ENST00000253159.12	146568	4	10000	0.9	1.21852
ENST00000591464.5	74378	76	16858.8	0.304862	0.99047
ENST00000589742.5	102738	3	10000	0.35	1.41389
ENST00000595618.5	137515	6	10000	0.5	0.986
ENST00000594824.5	137499	4	10000	0.5	0.988
ENST00000417582.6	106689	8	10000	0.2	0.994737
ENST00000436370.7	134765	5	10000	0.4	0.839583
ENST00000308624.9	255000	11	19481.8	0.320842	1.13305
ENST00000407292.1	255000	12	19481.8	0.372631	1.11606
ENST00000463662.5	183459	16	23131.1	0.590413	0.899128
ENST00000382125.8	188958	56	23330.5	0.566489	0.903794
ENST00000486484.5	142964	38	20000	0.466667	1.61042
ENST00000305997.7	151124	43	19002.9	0.414397	1.56261
ENST00000423674.5	116959	35	20000	0.283333	1.29474
ENST00000381765.7	123918	50	17454.3	0.268605	1.28874
ENST00000381685.9	118313	3	10000	0.25	1.02143
ENST00000345985.7	119207	3	10000	0.25	1.02143
ENST00000261535.7	128782	25	20000	0.366667	1.55476
ENST00000315872.10	164825	56	25000	0.625	1.57037
ENST00000281513.9	255000	3	10000	0.75	1.14388
ENST00000351948.8	90019	4	10000	0.9	1.25938
ENST00000361078.6	102159	4	10000	0.55	1.075
ENST00000486442.5	255000	4	10000	0.35	1.2398
ENST00000361999.7	157446	20	20000	0.183333	1.35
ENST00000496333.5	152142	43	19002.9	0.414397	1.39848
ENST00000401432.7	105759	5	10000	1.35	1.12368
ENST00000402191.5	112912	4	10000	1.15	1.0975
ENST00000380756.7	109513	3	10000	0.85	1.39211
ENST00000336112.8	140775	4	10000	0.7	1.22885
ENST00000495146.5	101241	5	10000	0.4	1.16944
ENST00000264710.4	103345	5	10000	0.4	1.16944
ENST00000450961.5	79582	3	10000	0.65	1.4
ENST00000434719.1	78849	3	10000	0.85	1.37692
ENST00000603461.1	134705	4	10000	0.5	1.52083
ENST00000361704.6	255000	7	10000	0.5	1.35714
ENST00000476535.1	114791	35	25000	0.6625	1.23529
ENST00000621856.1	90529	3	10000	0.45	1.57188
ENST00000280527.6	195210	7	10000	0.05	1.41216
ENST00000426856.1	108213	7	10000	0.1	1.48947
ENST00000484274.1	80901	85	25000	0.475	1.53182
ENST00000263881.7	188047	41	25000	0.5	1.40469
ENST00000318522.9	163199	3	10000	0.1	1.37
ENST00000401738.3	161414	3	10000	0.1	1.355
ENST00000405006.8	255000	4	10000	0.8	1.17449
ENST00000402247.5	187836	7	10000	0.55	1.44429
ENST00000421201.1	191690	6	10000	0.1	1.31806
ENST00000306156.7	255000	5	10000	0.1	1.25
ENST00000419035.1	131018	22	35000	0.391667	0.797368
ENST00000441997.5	152351	21	35000	0.416667	0.771739
ENST00000403359.7	98874	48	20000	0.466667	1.43333
ENST00000389993.7	106407	65	25000	0.5	1.36562
ENST00000494922.6	189546	65	20000	0.983333	0.813636
ENST00000615901.4	215129	4	10000	0.45	1.43293
ENST00000336838.10	131772	3	10000	0.2	1.39375
ENST00000429095.5	255000	41	37534.1	0.438002	0.712756
ENST00000472729.1	247335	11	30000	0.44	1.12907
ENST00000405482.5	159253	5	10000	1	1.35862
ENST00000418148.5	150810	38	19002.9	0.564345	1.07901
ENST00000272321.11	255000	59	17588.9	0.571976	1.08167
ENST00000272322.8	126017	6	10000	0.35	1.21304
ENST00000303795.8	112602	3	10000	0.25	1.3425
ENST00000445692.5	112560	3	10000	0.3	1.34
ENST00000409349.7	159162	6	10000	0.85	1.04483
ENST00000409068.5	182255	68	17771	0.491036	1.26814
ENST00000614410.4	187709	7	10000	0.1	1.20714
ENST00000282111.3	176979	47	18418	1.01179	1.21772
ENST00000418629.6	181196	7	10000	0.2	1.25
ENST00000186436.9	239552	42	20000	0.666667	1.21279
ENST00000409540.7	136872	38	18852.7	0.421013	1.17452
ENST00000376840.8	143637	54	18907.5	0.574771	1.20574
ENST00000425019.5	193753	29	19261.9	0.466946	1.26709
ENST00000639249.1	196559	5	10000	0.95	1.32432
ENST00000451463.6	149212	42	18957.4	0.68506	1.2471
ENST00000409501.7	100792	53	20000	0.616667	1.45625
ENST00000263708.6	224188	34	25000	0.625	1.37051
ENST00000485247.1	122305	57	18650.5	0.518884	1.39287
ENST00000409078.7	255000	24	15000	0.45	1.23125
ENST00000259253.10	104367	4	10000	0.75	1.21667
ENST00000492193.1	177256	7	10000	1.15	1.21515
ENST00000264159.10	255000	5	10000	1.05	1.19082
ENST00000483021.5	71216	4	10000	1.2	1.4125
ENST00000488035.5	100475	3	10000	1.2	1.39444
ENST00000463875.6	255000	39	19481.8	0.645792	1.23302
ENST00000479735.1	86974	4	10000	1.1	1.37
ENST00000392857.9	90325	27	20000	0.233333	1.35
ENST00000638090.1	255000	4	10000	0.85	1.31429
ENST00000397424.2	116390	52	23127.5	0.262143	1.08028
ENST00000435030.5	151510	5	10000	0.4	1.26071
ENST00000334166.8	143612	3	10000	1.65	1.38654
ENST00000288670.13	255000	29	19481.8	0.466633	1.58371
ENST00000392825.7	255000	6	10000	0.5	1.45
ENST00000434213.1	72603	6	10000	0.5	1.47917
ENST00000540309.5	146920	4	10000	0.75	1.37222
ENST00000424669.5	95409	8	10000	0.5	1.36765
ENST00000283233.9	255000	14	41999.4	0.162094	0.90846
ENST00000421462.5	205549	4	10000	0.55	1.16282
ENST00000263635.7	255000	5	10000	0.3	1.21735
ENST00000477486.1	126057	29	20000	0.516667	1.44524
ENST00000482917.1	124631	34	20000	0.55	1.3625
ENST00000409634.5	142617	31	20000	0.55	1.28958
ENST00000488342.5	128581	3	10000	1.2	1.3587
ENST00000439313.5	113061	6	10000	1.2	1.3575
ENST00000409420.1	106086	3	10000	0.45	1.40526
ENST00000442316.1	255000	7	10000	1.80914e-182	1.36633
ENST00000392687.4	255000	25	18984	0.34245	1.32814
ENST00000413010.5	132220	7	10000	0.1	1.18333
ENST00000442541.1	94450	18	14299.7	0.65	1.19161
ENST00000447486.5	110859	5	10000	0.6	1.2125
ENST00000263812.8	109449	4	10000	0.8	1.26316
ENST00000375213.7	192052	4	10000	0.35	1.125
ENST00000409546.5	173124	3	10000	0.6	1.30469
ENST00000451799.1	90197	29	15000	0.7	1.25
ENST00000409156.7	205381	15	14411.2	0.71564	1.24359
ENST00000409888.1	145651	6	10000	0.3	1.34074
ENST00000286063.10	255000	3	10000	0.45	1.09082
ENST00000440010.5	112951	7	10000	1.1	1.485
ENST00000452991.1	90220	5	10000	0.45	1.4125
ENST00000410066.5	255000	4	10000	0.35	1.3102
ENST00000602710.5	82318	3	10000	1.05	1.31786
ENST00000361354.8	129358	32	20000	0.3	1.40714
ENST00000360982.2	113982	68	25000	0.4625	1.47647
ENST00000261023.7	90837	4	10000	0.4	1.44375
ENST00000374907.7	90818	4	10000	0.4	1.44375
ENST00000409637.7	248878	4	10000	1.3	1.49894
ENST00000392332.7	115970	5	10000	0.95	1.07857
ENST00000438652.5	95280	7	10000	1.81424e-192	1.45294
ENST00000260983.7	255000	39	20000	1.06667	1.12553
ENST00000282272.14	255000	34	19379.3	0.497705	1.18875
ENST00000443023.5	189238	3	10000	0.55	1.27286
ENST00000409397.6	163089	25	20000	0.316667	1.53393
ENST00000392238.2	134570	30	18792.3	0.32373	1.35813
ENST00000481658.1	89744	48	20000	0.366667	1.20385
ENST00000438828.3	71589	4	10000	1.2	0.9875
ENST00000449802.5	204996	3	10000	0.4	1.44211
ENST00000457812.5	140918	45	18907.5	0.410723	1.06974
ENST00000406610.6	255000	4	10000	0.1	1.27959
ENST00000412387.5	255000	37	192408	0.18923	0.831367
ENST00000457206.1	125458	8	10000	0.65	0.954348
ENST00000427836.7	204273	6	10000	0.6	1.02237
ENST00000417946.5	98793	3	10000	2	1.27059
ENST00000430249.6	201399	4	10000	2	1.39342
ENST00000452556.5	255000	3	10000	1.2	1.13776
ENST00000447990.1	138042	4	10000	1.2	1.19
ENST00000607412.1	153046	3	10000	0.1	0.998214
ENST00000418019.5	113477	4	10000	0.9	1.225
ENST00000258399.7	118111	3	10000	0.85	1.22857
ENST00000409854.5	146685	3	10000	0.65	1.43889
ENST00000392069.6	99094	3	10000	0.8	1.45588
ENST00000264414.8	115199	83	30000	0.57	1.34118
ENST00000258418.9	108231	5	10000	0.55	1.29211
ENST00000409788.7	105203	5	10000	0.55	1.28684
ENST00000441279.5	125845	5	10000	0.25	1.0587
ENST00000416021.5	89060	200	15884.2	0.302804	1.21107
ENST00000635100.1	255000	29	18504.3	0.279747	1.27369
ENST00000544989.1	164414	177	15935.3	0.342766	1.07071
ENST00000252032.9	158321	6	10000	0.2	1.11379
ENST00000262919.9	180083	7	10000	0.9	1.16176
ENST00000446916.2	144840	7	10000	0.9	1.15385
ENST00000407043.6	255000	4	10000	0.45	1.56837
ENST00000334534.9	192732	4	10000	0.6	1.4375
ENST00000455532.5	155677	5	10000	0.45	1.29828
ENST00000354981.6	255000	6	10000	0.35	1.19796
ENST00000636835.1	255000	6	10000	0.35	1.19796
ENST00000340348.10	113928	3	10000	1.15	1.185
ENST00000202677.11	255000	33	19481.8	0.583896	1.37057
ENST00000471007.1	128472	40	18725.2	0.490351	1.35516
ENST00000375279.6	159920	32	20000	0.533333	1.39259
ENST00000333552.9	83130	123	25000	0.425	1.19545
ENST00000374864.8	148159	4	10000	0.6	1.20556
ENST00000262650.10	144724	3	10000	0.6	1.21154
ENST00000612493.4	110856	5	10000	0.55	1.1375
ENST00000397040.5	105960	5	10000	0.2	1.18158
ENST00000361337.2	95670	3	10000	0.6	1.28235
ENST00000558993.1	132366	3	10000	0.65	1.37708
ENST00000373222.3	121567	33	20000	0.333333	1.2325
ENST00000372004.7	154976	6	10000	0.15	1.31429
ENST00000371997.3	153802	6	10000	0.15	1.3125
ENST00000371941.3	203632	109	27574.1	0.451167	1.22409
ENST00000371917.4	114804	9	10000	0.3	0.9775
ENST00000245663.8	87549	4	10000	0.95	1.23667
ENST00000302995.2	86720	4	10000	0.95	1.25
ENST00000400202.5	103766	33	20000	0.333333	1.5
ENST00000285679.10	148887	9	10000	1.99201e-62	1.24815
ENST00000286827.7	255000	40	18984	0.57094	1.31248
ENST00000270112.6	130750	3	10000	1.05	1.56458
ENST00000399353.5	194619	38	19261.9	0.471537	1.45998
ENST00000451686.5	92552	65	20000	0.533333	1.75714
ENST00000443408.6	98002	6	10000	0.5	1.51176
ENST00000344691.8	100890	4	10000	0.4	1.21667
ENST00000338785.7	147801	33	20000	0.433333	1.25
ENST00000333229.6	129644	5	10000	1.2	1.30435
ENST00000291572.12	121351	22	14504.9	0.8	1.0038
ENST00000348831.8	151961	6	10000	0.75	1.20357
ENST00000480896.5	120882	5	10000	0.8	0.875
ENST00000342247.9	184780	50	18471	0.356132	1.37098
ENST00000615606.4	110929	3	10000	1.15	1.02
ENST00000255882.10	151122	41	19002.9	0.432251	1.07023
ENST00000405822.6	167281	4	10000	0.4	1.09677
ENST00000398319.6	167211	4	10000	0.35	1.09355
ENST00000437398.5	146923	35	13599.5	1	1.06849
ENST00000358654.2	171459	27	14073.2	1	0.998397
ENST00000406486.8	241728	4	10000	0.7	1.05652
ENST00000544604.6	173896	7	10000	0.75	1.04844
ENST00000382112.7	152154	3	10000	0.8	1.11786
ENST00000441821.5	77214	99	17213.6	0.604372	1.13986
ENST00000438146.6	255000	5	10000	0.65	1.23061
ENST00000216181.9	106738	6	10000	0.55	1.05789
ENST00000301923.13	255000	9	10000	0.3	1.03367
ENST00000355630.7	226405	28	20000	0.4	1.24878
ENST00000466278.1	117118	35	20000	0.383333	1.35789
ENST00000263253.8	88294	5	10000	0.4	1.07667
ENST00000389774.6	110227	5	10000	0.2	1.16
ENST00000414269.1	120227	5	10000	0.65	1.18864
ENST00000359139.7	101787	4	10000	0.65	1.00556
ENST00000448413.5	255000	5	10000	0.85	0.95102
ENST00000272902.9	106136	4	10000	0.85	0.873684
ENST00000302640.12	255000	4	10000	0.7	1.24694
ENST00000357086.9	255000	4	10000	0.7	1.24694
ENST00000415439.5	82168	5	10000	0.45	1.125
ENST00000354449.7	255000	27	14027	1	1.00104
ENST00000621198.4	186999	62	18106.8	0.62066	1.07173
ENST00000620175.4	181323	63	18028.8	0.618734	1.0708
ENST00000254508.6	104075	3	10000	0.65	1.02778
ENST00000475707.5	94718	30	15000	0.9	1.05333
ENST00000412318.5	192184	28	20000	0.416667	1.37941
ENST00000399451.6	192536	28	20000	0.4	1.38088
ENST00000615277.4	205636	5	10000	0.75	1.35385
ENST00000429383.8	255000	4	10000	0.5	1.63673
ENST00000485432.1	156397	6	10000	0.5	1.5431
ENST00000335798.8	255000	27	18984	0.356695	1.36437
ENST00000475680.5	80295	4	10000	1.1	1.15
ENST00000428492.5	255000	4	10000	0.4	1.55918
ENST00000447414.5	255000	3	10000	0.25	1.54184
ENST00000437042.6	169670	3	10000	0.25	1.35484
ENST00000462272.5	167934	3	10000	0.2	1.37419
ENST00000437179.5	107742	39	20000	0.466667	1.39118
ENST00000425128.6	111700	39	20000	0.45	1.4
ENST00000635992.1	255000	105	19907.1	0.519076	0.952866
ENST00000453168.5	87637	49	20000	0.366667	1.42692
ENST00000465626.1	101541	4	10000	0.7	1.50556
ENST00000307526.3	131647	4	10000	0.35	1.42083
ENST00000421391.5	108386	5	10000	0.2	1.30789
ENST00000483037.5	81186	6	10000	0.75	1.34286
ENST00000416425.5	101509	4	10000	0.6	1.17222
ENST00000443503.6	122510	40	20000	0.75	1.605
ENST00000420927.5	79845	5	10000	0.2	0.969231
ENST00000487159.5	212088	29	20000	0.5	1.31842
ENST00000430121.2	78137	6	10000	0.45	1.21923
ENST00000292246.7	255000	5	10000	0.85	1.19796
ENST00000409792.3	147279	143	21451.7	0.437748	1.24484
ENST00000423088.5	171940	20	15000	0.75	1.35645
ENST00000468075.2	111275	4	10000	0.7	1.2875
ENST00000296452.4	117057	3	10000	1.05	0.97381
ENST00000474012.1	78951	3	10000	0.9	1.02692
ENST00000295951.7	172939	4	10000	0.6	1.2125
ENST00000495879.1	209827	5	10000	0.55	1.3641
ENST00000295874.14	255000	5	10000	0.6	1.36531
ENST00000330909.12	255000	5	10000	0.3	1.48469
ENST00000464060.5	255000	18	15000	0.4	1.51979
ENST00000464350.6	167053	55	22883.6	0.416642	0.823613
ENST00000492795.1	246002	4	10000	1.1	0.97766
ENST00000482677.5	255000	3	10000	1	1.04184
ENST00000352241.8	228902	10	14473.3	0.188881	1.57325
ENST00000495741.1	139866	17	13994.9	0.177652	1.60863
ENST00000318789.8	255000	3	10000	0.65	1.18265
ENST00000461745.5	255000	33	18984	0.438817	1.3309
ENST00000407528.6	255000	28	18504.3	0.705538	1.3646
ENST00000470610.6	255000	4	10000	0.3	1.56429
ENST00000394091.5	188912	65	22873.1	0.619393	1.43517
ENST00000306107.9	209992	3	10000	0.35	1.62051
ENST00000472644.6	209519	3	10000	0.55	1.62692
ENST00000264122.8	213583	5	10000	0.45	1.56625
ENST00000454540.5	187046	3	10000	0.75	1.35571
ENST00000361582.7	105165	4	10000	0.9	1.21579
ENST00000493615.5	121372	37	25000	0.3375	1.46579
ENST00000488663.1	255000	5	10000	0.45	1.04184
ENST00000357258.8	255000	8	10000	0.45	1.04286
ENST00000264235.12	255000	29	20000	0.4	1.29574
ENST00000495504.5	136345	8	10000	0.9	1.438
ENST00000264233.5	114576	5	10000	0.9	1.09
ENST00000261038.5	86345	24	15000	0.65	1.17857
ENST00000464489.5	255000	46	25000	0.6625	0.854348
ENST00000360772.7	255000	21	19481.8	0.596421	0.856039
ENST00000484491.5	143174	5	10000	0.5	1.20192
ENST00000514908.5	230930	7	10000	0.5	1.25114
ENST00000483457.1	255000	9	10000	0.95	1.00714
ENST00000484438.1	187841	6	10000	0.95	1.04429
ENST00000510168.5	109140	61	20000	0.6	1.60882
ENST00000428331.6	108616	21	15000	0.25	1.63056
ENST00000512662.5	255000	6	10000	0.65	1.24082
ENST00000460933.5	93336	85	25000	0.4375	1.39231
ENST00000620660.4	93611	81	25000	0.425	1.39231
ENST00000606977.5	75642	6	10000	0.85	1.24231
ENST00000490467.5	179641	8	10000	0.35	1.33636
ENST00000480733.1	234324	42	18855.8	0.476753	1.0296
ENST00000434713.6	255000	38	18984	0.481552	1.04237
ENST00000461822.5	108738	4	10000	0.55	1.08158
ENST00000477593.5	180735	4	10000	0.3	1.27794
ENST00000464320.5	74665	4	10000	1.35	1.63333
ENST00000479238.1	84572	4	10000	1	1.31786
ENST00000491086.5	147813	7	10000	0.5	1.12222
ENST00000273432.8	255000	49	24361.9	0.662641	1.27004
ENST00000460591.5	176026	10	10000	0.35	1.20152
ENST00000465817.1	136386	3	10000	0.55	1.258
ENST00000496455.6	73491	4	10000	0.35	1.29167
ENST00000476899.5	244507	56	18398.7	0.484267	1.08985
ENST00000638311.1	131971	3	10000	0.75	1.76875
ENST00000497343.5	255000	4	10000	0.3	1.47959
ENST00000498165.5	255000	8	10000	0.4	1.46633
ENST00000465393.1	113472	3	10000	1.2	1.835
ENST00000341852.10	255000	3	10000	1.2	1.66224
ENST00000423427.1	208354	4	10000	0.45	1.30256
ENST00000434257.1	255000	4	10000	0.65	0.776531
ENST00000491623.2	116900	31	20000	0.416667	1.26842
ENST00000630833.2	145549	25	20000	0.366667	1.31
ENST00000323116.9	128136	4	10000	0.15	1.27391
ENST00000497959.5	83955	5	10000	0.4	0.992857
ENST00000328913.7	250233	26	18960.7	0.431389	1.06249
ENST00000466476.1	128478	5	10000	0.3	1.2587
ENST00000382199.6	181318	5	10000	0.25	1.23971
ENST00000433971.5	255000	10	63078.7	0.167874	0.872754
ENST00000454309.6	255000	5	10000	0.55	1.22551
ENST00000489140.1	90567	3	5.53898e+17	0	0
ENST00000481463.5	99671	4	10000	0.4	1.29706
ENST00000392381.7	219653	4	10000	0.7	1.36098
ENST00000505286.5	126269	4	10000	0.25	1.15
ENST00000502693.1	95665	28	15000	0.9	1.04375
ENST00000507908.5	117174	4	10000	0.2	1.15714
ENST00000409021.7	174357	4	10000	1.05	1.25781
ENST00000307659.5	101425	5	10000	0.6	1.34722
ENST00000505872.5	191700	4	10000	1.1	0.852778
ENST00000508274.5	116608	5	10000	0.55	1.24286
ENST00000288723.8	116642	5	10000	0.6	1.24762
ENST00000637787.1	179864	36	20000	0.45	1.35806
ENST00000326877.8	180678	42	19210.6	0.449076	1.35344
ENST00000503823.5	255000	6	10000	0.8	1.12041
ENST00000506956.5	95952	47	18098.8	0.280113	1.34693
ENST00000514380.5	109733	85	25000	0.4375	1.3625
ENST00000264866.8	171436	23	20000	0.316667	1.38667
ENST00000515568.1	78792	44	20000	0.3	1.53636
ENST00000494628.6	144551	47	18907.5	0.406795	1.3262
ENST00000303965.8	178512	4	10000	0.5	1.39697
ENST00000314117.8	95577	23	15000	0.6	0.80625
ENST00000446803.6	112756	4	10000	0.3	1.3675
ENST00000261425.7	77171	44	20000	0.616667	1.55
ENST00000508137.6	77149	44	20000	0.616667	1.54545
ENST00000399820.7	103407	4	10000	1.25	1.26111
ENST00000261435.10	101427	3	10000	0.6	1.08333
ENST00000295971.11	205527	3	10000	1.5	1.13333
ENST00000514782.5	191642	3	10000	1.5	1.13194
ENST00000502682.1	151046	27	20000	0.316667	1.25769
ENST00000512820.5	255000	4	10000	0.45	1.1551
ENST00000264449.14	248717	43	25000	0.4125	1.24659
ENST00000381668.9	248733	21	25000	0.4	1.25
ENST00000514170.5	80616	43	33125.2	0.248936	3.34193e-82
ENST00000381501.7	134082	7	10000	0.6	1.31458
ENST00000515684.1	134161	7	10000	0.45	1.38958
ENST00000502520.5	145905	22	15000	0.475	1.425
ENST00000611795.1	92363	4	10000	0.15	1.12813
ENST00000435527.6	82849	5	10000	1.15	1.29286
ENST00000636006.1	255000	3	10000	0.85	1.30714
ENST00000512091.6	255000	3	10000	0.85	1.48061
ENST00000432638.6	255000	14	14084.5	0.267442	1.37629
ENST00000264485.10	255000	5	10000	1.1	1.30204
ENST00000425175.5	255000	8	10000	1.1	1.31531
ENST00000505193.1	126370	4	10000	0.7	1.45217
ENST00000286657.9	255000	3	10000	0.65	1.42959
ENST00000358602.8	185410	5	10000	0.85	1.11286
ENST00000330838.10	183113	5	10000	0.85	1.11176
ENST00000264893.10	88912	4	10000	0.5	1.47667
ENST00000512485.5	99386	7	10000	0.2	1.51471
ENST00000325942.10	255000	3	10000	0.5	1.44694
ENST00000389010.7	103094	65	18241.3	0.629034	1.31693
ENST00000335016.9	135808	68	17814.9	0.618356	1.35321
ENST00000346652.10	95164	6	10000	1	1.24706
ENST00000510557.5	85328	5	10000	0.1	1.41667
ENST00000509172.1	105939	5	10000	0.2	1.27105
ENST00000295888.8	255000	4	10000	0.2	1.27755
ENST00000503995.5	255000	3	10000	0.2	1.37143
ENST00000639989.1	255000	6	10000	0.75	0.702041
ENST00000513186.6	255000	4	10000	0.8	0.738776
ENST00000316707.10	220418	5	10000	0.15	1.28929
ENST00000512339.5	201784	11	10000	0.2	1.12368
ENST00000502459.5	255000	24	39176.6	0.381788	1.08631
ENST00000420646.6	112878	5	10000	1.15	1.53
ENST00000542407.5	213545	4	10000	0.6	1.36
ENST00000513796.5	255000	3	10000	0.55	1.43571
ENST00000453304.5	255000	4	10000	0.55	1.43673
ENST00000509011.5	130697	7	10000	0.35	1.37083
ENST00000339360.9	180817	5	10000	0.35	1.29265
ENST00000515440.5	179514	47	19182.1	0.63591	1.49361
ENST00000508798.5	188204	47	19237.1	0.723208	1.45059
ENST00000394853.8	255000	4	10000	0.4	1.44898
ENST00000514870.1	86816	4	10000	0.25	1.23
ENST00000515279.5	138911	4	10000	0.75	1.246
